0,1,2
0.9086078855020374,0.724983439352932,0.0
0.7477162458834918,0.6683608324779611,0.0
0.8647669292864412,0.6639245415433394,0.0
0.17976385409931,0.0065698215893562,0.0
0.7252144055056939,0.6933086478775431,0.0
0.1648977430536377,0.5924629086522087,1.0
0.8543468598171161,0.6131347323257582,0.0
0.279086574759639,0.7932545485876671,1.0
0.5943236133241419,0.6820201128628732,1.0
0.4210636628854158,0.8760531266561544,1.0
0.5114483849610832,0.3921575345511642,0.0
0.2219874340229221,0.3190896628227547,1.0
0.0864341896073515,0.5766576525109688,1.0
0.2172673047606218,0.8442845262573491,1.0
0.9116706658269672,0.2074002385371947,0.0
0.2981374972902333,0.955288613223814,1.0
0.5436163934089122,0.1164038554944719,0.0
0.4936275228510554,0.2761307095075284,0.0
0.9424849253917033,0.4165359877813439,0.0
0.1143617360844229,0.0272717596358915,0.0
0.0641115464660089,0.75138247417829,1.0
0.7115399059082014,0.5269069352270805,0.0
0.109486310280926,0.518183834700474,1.0
0.2859292363263104,0.9560896466917416,1.0
0.6748419161011998,0.1394820210765152,0.0
0.4088624831879396,0.8651138822957579,1.0
0.9169457945074676,0.541239298874404,0.0
0.0820408331646203,0.1194158254353768,1.0
0.3739810233972266,0.3094791410750349,0.0
0.6708958308666093,0.6471536220984041,0.0
0.1273208997205386,0.5797088363629982,1.0
0.5401707631155384,0.7318433600878667,1.0
0.8752371940109817,0.6627260024714497,0.0
0.5184791333196463,0.6612677133458001,1.0
0.3906397485775931,0.7983783600251062,1.0
0.6858112059427991,0.5442353253962511,0.0
0.8334982388689607,0.8172227080666008,0.0
0.2088778417737554,0.4250144122411766,1.0
0.923491556641099,0.3594401067067754,0.0
0.9999095790732804,0.2588278934582209,0.0
0.2148511886336052,0.6851535218635866,1.0
0.2689310432165803,0.2805610302980892,1.0
0.806193387299934,0.6853783569913904,0.0
0.2142384284876828,0.1772586415572921,0.0
0.9386465292430172,0.7984377973549025,0.0
0.4255653644408101,0.409126835608953,0.0
0.0772350961121787,0.002060402745258,0.0
0.4981968625740913,0.956268796819604,1.0
0.9989709472805496,0.0272005419484141,0.0
0.6747051289531539,0.5422891726601847,0.0
0.2129405681678595,0.4441174874745507,1.0
0.4462305437212672,0.2557562823380639,0.0
0.168672639227525,0.3193039213261097,1.0
0.2784914977400995,0.9595528221542128,1.0
0.9747719359032618,0.7511790896687089,0.0
0.5509741578796611,0.6463370282681999,1.0
0.1242249353103449,0.7713691100000005,1.0
0.148582770569846,0.4251330841581074,1.0
0.4058724894643505,0.6741681457416839,1.0
0.3236748102534578,0.488179288575968,1.0
0.7619186001419517,0.8560757946508921,1.0
0.3881973907404562,0.6264393197985643,1.0
0.3634868709546899,0.8517946066533613,1.0
0.7063500973613233,0.273370446608537,0.0
0.349379186212876,0.003499199596634,0.0
0.1534826244048072,0.7452049258628698,1.0
0.2791972564630793,0.6336956486528972,1.0
0.7903232270372115,0.4034699346551738,0.0
0.3194382217641233,0.0169210306859398,0.0
0.8276986594913016,0.478571112401741,0.0
0.532602535763637,0.0540604816112443,0.0
0.8767778158788703,0.568804732670396,0.0
0.2597687080945817,0.8757805461011415,1.0
0.2942980972288838,0.815010799196176,1.0
0.446275365008641,0.5757392542716945,1.0
0.5128964907628712,0.3348680532835923,0.0
0.5271511537945446,0.7604668084621619,1.0
0.7452103529472984,0.3814209470312659,0.0
0.6820178526359995,0.4243190455359765,0.0
0.5146418671949498,0.6423022595060407,1.0
0.5188666829145338,0.7231566844450836,1.0
0.451453550412896,0.3747611807538272,0.0
0.2692465181971505,0.8176220312156472,1.0
0.3537262180518498,0.0825699930207767,0.0
0.3389377346223279,0.9400734941590548,1.0
0.4507548676228027,0.9819304940558944,1.0
0.1357279513118232,0.6668364126433708,1.0
0.3936843201850489,0.2777579204251105,0.0
0.1243489333296755,0.6020447770452886,1.0
0.9352972068045774,0.7158233768347795,0.0
0.1251814861339263,0.2270762078950804,1.0
0.5196026653523317,0.6424717594638283,1.0
0.5171894490060789,0.4052912703032943,0.0
0.996399638754668,0.8153974012050115,0.0
0.7989756697786062,0.0271147921803822,0.0
0.7437908845091443,0.1435121362476971,0.0
0.8240203853050173,0.331845970192885,0.0
0.9632695456672848,0.908300098236975,0.0
0.8555758382843656,0.3272839837413954,0.0
0.9170780733988436,0.7333274411317683,0.0
0.6394983321303933,0.3227321513792496,0.0
0.7640706073785192,0.7598081736249679,0.0
0.6043650807326355,0.9005197374463588,1.0
0.3527489450453605,0.2383488138463548,0.0
0.3387612878562138,0.4473388013347019,1.0
0.9005064811590676,0.5238766467823723,0.0
0.608736526475249,0.3558761183827738,0.0
0.4157915720608387,0.1086503032818885,0.0
0.2953270607895941,0.697166898805018,1.0
0.870638670076393,0.8043092377557873,0.0
0.3596378060600267,0.1283602808552061,0.0
0.9077361851948912,0.9840981858119736,1.0
0.1923844116526966,0.6217843708870766,1.0
0.7236621251208268,0.8606778206966383,1.0
